t,x,tf,ts
0.767440625,0.54,1.2746844,1.1461129
0.503109375,0.972,0.9999685,1.000025
0.0718875,0.071,1.0002522,1.0000615
0.8274437499999999,0.259,2.8950198,2.3910308
0.67250625,0.651,1.0069218,1.0034438
0.269078125,0.388,0.999928,1.0000448
0.62630625,0.6950000000000001,1.0035293,1.0017407
0.90775,0.211,3.2562394,2.793997
0.8025499999999999,0.133,3.4467874,2.8573759
0.419859375,0.209,1.1314557,1.0671779
0.3369875,0.8290000000000001,0.99993825,1.0000505
0.864825,0.089,3.6805723,3.1167455
0.27018125,0.127,1.0118344,1.0013417
0.26585,0.749,1.0001037,1.0001069
0.692659375,0.472,1.2423494,1.1301363
0.6285062499999999,0.189,2.785593,2.0762193
0.9445375,0.321,2.8553023,2.4283202
0.9517625,0.514,2.0120668,1.6791636
0.279353125,0.098,1.0671153,1.0012801
0.606421875,0.665,1.0038729,1.0018514
0.1833874999999999,0.8190000000000001,1.0002024,1.0001265
0.286253125,0.792,1.0000587,1.0000923
0.53220625,0.092,3.2622077,2.1717057
0.4147781249999999,0.986,0.9998591,1.0000148
0.5724843749999999,0.104,3.256536,2.2822936
0.3486062499999999,0.09,2.0930529,1.2271342
0.213515625,0.6990000000000001,1.0001996,1.0001364
0.62045,0.652,1.0049222,1.0023472
0.6998749999999999,0.374,1.8213754,1.4517711
0.5399124999999999,0.424,1.0158215,1.0064772
0.20965625,0.758,1.0001984,1.0001322
0.648984375,0.085,3.5074887,2.6239443
0.298265625,0.122,1.070667,1.0044651
0.266578125,0.159,1.0019307,1.0006144
0.5831031249999999,0.7020000000000001,1.0020576,1.0010414
0.074040625,0.642,1.0002246,1.0001011
0.1887843749999999,0.971,1.0001574,1.0001068
0.877728125,0.8250000000000001,1.00563,1.0035448
0.5386875,0.23,2.018452,1.4692158
0.2851999999999999,0.16,1.0116582,1.0018587
0.6878593749999999,0.478,1.1986113,1.1082683
0.3496499999999999,0.105,1.736202,1.1521214
0.53579375,0.045,3.6508129,2.3581343
0.8522124999999999,0.331,2.5946085,2.1357512
0.8176718749999999,0.423,2.0172086,1.6380043
0.5878374999999999,0.657,1.003478,1.0016454
0.5487,0.58,1.0050132,1.0022113
0.168375,0.047,0.9998553,1.0001984
0.3314781249999999,0.212,1.0240753,1.0046617
0.1637499999999999,0.938,1.0001712,1.0001079
0.8211718749999999,0.723,1.0072565,1.0037272
0.1062843749999999,0.655,1.000241,1.0001216
0.1446093749999999,0.133,0.99997807,1.0000882
0.8216249999999999,0.657,1.0529859,1.0268071
0.281134375,0.411,0.99993443,1.0000376
0.081365625,0.208,1.0001767,1.0000234
0.5421468749999999,0.467,1.0118446,1.0052245
0.304809375,0.205,1.0098033,1.0021553
0.7044874999999999,0.53,1.0793302,1.0404546
0.340828125,0.248,1.0153079,1.0037544
0.8626468749999999,0.148,3.4523408,2.9338999
0.4214124999999999,0.474,1.0024683,1.0009571
0.278403125,0.886,1.0000823,1.0000968
0.1529937499999999,0.376,1.0001953,1.0001364
0.8629062499999999,0.705,1.0371394,1.0194356
0.8484218749999999,0.029,3.8926828,3.1980522
0.1149187499999999,0.073,1.0000923,1.0001159
0.945503125,0.6980000000000001,1.3306701,1.1800816
0.4366624999999999,0.233,1.1060898,1.0618236
0.192159375,0.633,1.000226,1.0001453
0.474425,0.676,1.0003612,1.0001895
0.534203125,0.229,1.9969772,1.453888
0.0744312499999999,0.144,1.0002062,1.0000117
0.909803125,0.739,1.0793257,1.0387259
0.5329999999999999,0.634,1.002265,1.00105
0.9357,0.594,1.639709,1.3899977
0.4856656249999999,0.8240000000000001,1.0000105,1.0000327
0.0733124999999999,0.727,1.0002046,1.0000978
0.7334031249999999,0.92,1.001581,1.001072
0.7792968749999999,0.757,1.0059326,1.0032859
0.611871875,0.398,1.2003891,1.1106299
0.1126781249999999,0.8230000000000001,1.0001979,1.0001085
0.7196531249999999,0.546,1.0775206,1.0393007
0.8255531249999999,0.21,3.1288137,2.604187
0.5565781249999999,0.754,1.000752,1.0004513
0.2354343749999999,0.986,1.0001285,1.0001035
0.1110218749999999,0.926,1.0001659,1.0000961
0.5275124999999999,0.838,1.0001171,1.0001178
0.7701781249999999,0.152,3.3155546,2.706053
0.2827968749999999,0.964,1.0000708,1.0000908
0.9118125,0.898,1.0047927,1.0033358
0.426765625,0.5760000000000001,1.0004663,1.0001988
0.29675625,0.318,1.0001802,1.0000844
0.3042343749999999,0.983,1.0000308,1.0000795
0.6986781249999999,0.7000000000000001,1.0057778,1.002952
0.0069749999999999,0.768,1.0001404,1.0000529
0.911965625,0.374,2.5400062,2.1180596
0.734525,0.666,1.0078378,1.0040107
0.093215625,0.345,1.0002074,1.0000845
0.5317187499999999,0.431,1.014291,1.0060081
0.144103125,0.19,1.0000386,1.0000887
0.4570812499999999,0.6880000000000001,1.0001674,1.0000858
0.568659375,0.893,1.0001955,1.0001934
0.90420625,0.206,3.2714472,2.8058228
0.2602874999999999,0.045,1.1437318,0.99970734
0.91055625,0.588,1.5864186,1.3481634
0.580459375,0.879,1.0002887,1.0002551
0.2519499999999999,0.495,1.0000396,1.0000947
0.7790499999999999,0.903,1.0024419,1.001569
0.3866437499999999,0.6930000000000001,0.9999378,0.99999857
0.8700968749999999,0.646,1.2679892,1.1412749
0.052496875,0.77,1.0001795,1.000083
0.0238968749999999,0.262,1.0001712,0.99992335
0.956071875,0.5670000000000001,1.8042154,1.5163045
0.6821937499999999,0.386,1.6609223,1.3467531
0.30955625,0.546,0.99993443,1.0000346
0.4671531249999999,0.279,1.0814595,1.0482978
0.4945906249999999,0.971,0.99995494,1.0000179
0.2250031249999999,0.913,1.0001531,1.0001132
0.03591875,0.811,1.0001557,1.0000713
0.4831968749999999,0.196,1.9529204,1.3835161
0.6902437499999999,0.6950000000000001,1.0057003,1.0028901
0.44315625,0.02,3.7901604,2.0133917
0.3840999999999999,0.708,0.99992204,0.9999997
0.4460406249999999,0.139,2.3604198,1.5052284
0.125384375,0.589,1.0002553,1.0001351
0.74691875,0.103,3.5225434,2.830755
0.26675625,0.447,0.9999604,1.000063
0.41478125,0.298,1.0226655,1.0071777
0.7092093749999999,0.138,3.2927148,2.5966773
0.632009375,0.392,1.3494282,1.1755326
0.1558,0.01,0.99972653,1.0002723
0.712515625,0.504,1.1982412,1.1070867
0.09795625,0.945,1.0001538,1.0000894
0.1143687499999999,0.223,1.0001388,1.0000745
0.3194437499999999,0.983,0.9999995,1.000071
0.4796781249999999,0.585,1.0017061,1.0007511
0.890740625,0.713,1.1069198,1.0513315
0.6482281249999999,0.286,2.1666026,1.6525749
0.344828125,0.663,0.9999118,1.0000205
0.94904375,0.381,2.5986214,2.188369
0.10993125,0.32,1.0001953,1.0000968
0.8248624999999999,0.017,3.9336827,3.1684353
0.94948125,0.869,1.0052633,1.003757
0.5467249999999999,0.948,1.0000651,1.0000976
0.7048,0.6980000000000001,1.0060444,1.0031024
0.2224156249999999,0.005,1.0090325,1.0000676
0.162146875,0.379,1.0001843,1.0001383
0.7978093749999999,0.771,1.0058875,1.0033317
0.2704812499999999,0.949,1.0000923,1.0000973
0.661921875,0.372,1.6440156,1.330975
0.8785593749999999,0.125,3.5575364,3.0405693
0.884115625,0.499,1.8735921,1.5508379
0.3026531249999999,0.238,1.0030496,1.0009634
0.15735,0.591,1.0002518,1.0001469
0.2380156249999999,0.281,0.9998758,1.0000491
0.8276968749999999,0.41,2.1178713,1.7205966
0.1678843749999999,0.301,1.0001035,1.0001192
0.6796687499999999,0.9,1.001061,1.0007449
0.666309375,0.251,2.4850793,1.8986778
0.555746875,0.855,1.0002105,1.0001922
0.0313656249999999,0.416,1.0001783,1.0000176
0.9491,0.969,1.0044188,1.0033977
0.1064812499999999,0.952,1.0001554,1.0000916
0.4690781249999999,0.25,1.2031231,1.1000042
0.6698124999999999,0.427,1.3564684,1.1822047
0.9013375,0.717,1.1368062,1.0654395
0.74015,0.84,1.0027554,1.0016197
0.2230593749999999,0.232,0.9998357,1.0000498
0.397565625,0.062,3.1423695,1.6491222
0.1452,0.496,1.0002491,1.0001453
0.297875,0.627,0.9999783,1.0000634
0.7816187499999999,0.334,2.3737953,1.9034444
0.3408124999999999,0.64,0.99991584,1.0000204
0.1023906249999999,0.09,1.0001466,1.0000863
0.1086249999999999,0.754,1.0002177,1.0001142
0.85420625,0.612,1.3243828,1.174157
0.3871156249999999,0.635,0.99999905,1.0000015
0.2964593749999999,0.951,1.0000463,1.0000846
0.1620562499999999,0.949,1.0001681,1.0001061
0.3956531249999999,0.8280000000000001,0.9998777,1.0000064
0.4005812499999999,0.301,1.0193105,1.0060318
0.171225,0.344,1.00014,1.0001302
0.228365625,0.282,0.99988675,1.0000596
0.8130156249999999,0.163,3.3260133,2.7683358
0.4911281249999999,0.95,0.99995303,1.000015
0.4738593749999999,0.28,1.0938277,1.0569634
0.315821875,0.39,1.0001247,1.0000477
0.589809375,0.364,1.2630239,1.1359978
0.1233156249999999,0.5650000000000001,1.0002563,1.0001351
0.8733312499999999,0.542,1.6510279,1.386159
0.51624375,0.612,1.0022998,1.0010378
0.067865625,0.639,1.0002198,1.0000967
0.454821875,0.946,0.9999006,1.0000019
0.4801249999999999,0.791,1.0000358,1.0000409
0.7423375,0.417,1.7594831,1.4265754
0.6534374999999999,0.933,1.0006635,1.0005158
0.8969531249999999,0.668,1.2830355,1.1498189
0.36150625,0.029,3.5214252,1.5728216
0.6828218749999999,0.772,1.0029588,1.0015955
0.242359375,0.536,1.0000975,1.0001135
0.721671875,0.8320000000000001,1.0025289,1.0014788
0.3302843749999999,0.812,0.9999509,1.0000546
0.4372843749999999,0.381,1.0119715,1.0044235
0.7785,0.095,3.5902536,2.9297485
0.91590625,0.11,3.641146,3.1487951
0.5703937499999999,0.385,1.097331,1.0547061
0.1181812499999999,0.368,1.0002162,1.0001163
0.1519499999999999,0.613,1.0002522,1.0001442
0.2038374999999999,0.458,1.0001552,1.0001359
0.0061906249999999,0.528,1.0001605,1.0000196
0.2426593749999999,0.481,1.0000594,1.000103
0.2285656249999999,0.248,0.99984884,1.0000494
0.4169812499999999,0.8290000000000001,0.9998965,0.99999756
0.08230625,0.872,1.0001681,1.0000906
0.7963812499999999,0.016,3.933695,3.1180458
0.6008437499999999,0.803,1.0008786,1.0005612
0.03535625,0.923,1.0001259,1.0000654
0.2695531249999999,0.007,3.5336895,1.1040304
0.588946875,0.935,1.0002337,1.000227
0.941840625,0.943,1.0045578,1.0034187
0.4126062499999999,0.256,1.0388858,1.0142999
0.326034375,0.927,0.99997973,1.0000659
0.248778125,0.286,0.9998882,1.0000421
0.2744999999999999,0.016,3.1359544,1.1132118
0.584653125,0.71,1.0019226,1.0009879
0.6987187499999999,0.058,3.7030654,2.8422918
0.877690625,0.63,1.3393097,1.1836716
0.396353125,0.852,0.9998722,1.0000086
0.5345156249999999,0.199,2.2932453,1.6146158
0.113890625,0.096,1.000099,1.0000929
0.2072468749999999,0.321,1.0000072,1.0000992
0.7149125,0.723,1.0054188,1.0028205
0.7131093749999999,0.981,1.0011134,1.0008037
0.7074906249999999,0.392,1.74754,1.4074578
0.5959843749999999,0.843,1.0005412,1.0003991
0.7468031249999999,0.915,1.0018058,1.0012021
0.1353937499999999,0.102,1.0000012,1.0001001
0.8837562499999999,0.925,1.0039494,1.0027115
0.2477156249999999,0.627,1.000123,1.0001175
0.8973125,0.6990000000000001,1.1917424,1.0946825
0.596575,0.007,3.9541497,2.6315575
0.7616093749999999,0.861,1.002789,1.0016853
0.264028125,0.6960000000000001,1.0000985,1.0001073
0.8199843749999999,0.363,2.3378453,1.895867
0.952390625,0.884,1.0051422,1.0037661
0.737684375,0.431,1.6619678,1.3627186
0.939403125,0.8300000000000001,1.0062573,1.0040371
0.9441625,0.857,1.0053918,1.0037417
0.6187062499999999,0.892,1.0005128,1.0004075
0.2022499999999999,0.625,1.0002139,1.000144
0.0558249999999999,0.886,1.0001493,1.0000775
0.2457687499999999,0.628,1.000129,1.0001194
0.6072718749999999,0.25,2.2415638,1.6668402
0.03181875,0.075,1.0003285,0.999977
0.155821875,0.361,1.000181,1.0001342
0.708228125,0.437,1.4944232,1.257858
0.5844937499999999,0.526,1.0099027,1.0045786
0.623621875,0.97,1.000396,1.0003375
0.795934375,0.531,1.4221125,1.2278546
0.6004375,0.173,2.8113303,2.0486567
0.8060218749999999,0.131,3.459632,2.8723722
0.0832218749999999,0.978,1.0001376,1.0000806
0.512740625,0.855,1.0000429,1.0000663
0.1520812499999999,0.591,1.0002537,1.0001454
0.0695187499999999,0.56,1.0002284,1.0000958
0.020328125,0.935,1.0001113,1.0000575
0.0388062499999999,0.977,1.0001137,1.0000632
0.6475593749999999,0.001,3.9943838,2.7847695
0.92885,0.131,3.5792072,3.1112328
0.334725,0.152,1.069485,1.0150926
0.9512,0.519,1.9890035,1.6603565
0.2920843749999999,0.346,1.0000448,1.0000404
0.614003125,0.55,1.0096755,1.0045725
0.6807218749999999,0.334,1.9875637,1.5524149
0.2011968749999999,0.052,0.99991345,1.000246
0.155765625,0.437,1.0002244,1.000145
0.37029375,0.64,0.9999509,1.0000021
0.007815625,0.27,1.0001578,0.9998901
0.8510812499999999,0.949,1.0030916,1.0021214
0.630540625,0.969,1.0004408,1.0003672
0.4819249999999999,0.685,1.0003834,1.000207
0.40280625,0.871,0.99987054,1.0000075
0.57179375,0.336,1.3358586,1.1627576
0.48995625,0.6980000000000001,1.000386,1.0002154
0.4089562499999999,0.723,0.99995494,0.9999956
0.0033687499999999,0.522,1.0001569,1.0000138
0.500778125,0.018,3.8457012,2.272387
0.5207093749999999,0.27,1.4933364,1.2130364
0.7142031249999999,0.101,3.4962306,2.754183
0.4972124999999999,0.71,1.0003867,1.0002224
0.0276281249999999,0.01,1.0000758,1.000047
0.29824375,0.61,0.99997044,1.0000603
0.268078125,0.883,1.0001013,1.0001025
0.288853125,0.706,1.0000339,1.0000845
0.6929656249999999,0.559,1.0145571,1.006395
0.930271875,0.304,2.9008942,2.464565
0.4204124999999999,0.591,1.0002849,1.0001147
0.4874437499999999,0.863,0.9999819,1.0000215
0.54485,0.158,2.7281744,1.8898333
0.1666625,0.706,1.0002353,1.0001385
0.1790406249999999,0.786,1.0002124,1.00013
0.1038531249999999,0.086,1.0001416,1.0000916
0.2185593749999999,0.528,1.0001583,1.000134
0.550646875,0.427,1.0166731,1.0068165
0.605871875,0.353,1.4461186,1.2153628
0.3193968749999999,0.8,0.9999752,1.0000637
0.279325,0.47,0.9999497,1.0000529
0.7846656249999999,0.5650000000000001,1.247328,1.1314695
0.8577499999999999,0.683,1.0915973,1.044513
0.0115375,0.269,1.0001612,0.9998984
0.3399093749999999,0.841,0.9999337,1.0000488
0.7955656249999999,0.604,1.1538436,1.0773451
0.714859375,0.179,3.074388,2.4297805
0.951646875,0.353,2.729611,2.3119726
0.851428125,0.538,1.5935385,1.3428996
0.455253125,0.123,2.6386757,1.6443685
0.7802781249999999,0.895,1.0025749,1.0016334
0.647546875,0.306,2.0209565,1.5547509
0.5391999999999999,0.121,3.0331535,2.0621312
0.4215187499999999,0.17,1.6527431,1.2126889
0.90308125,0.644,1.3701851,1.2040143
0.0032562499999999,0.191,1.0002208,0.9998467
0.6600468749999999,0.726,1.003609,1.0018411
0.7758875,0.284,2.634894,2.1191626
0.4719374999999999,0.539,1.002826,1.0011694
0.799325,0.388,2.137333,1.723142
0.4013624999999999,0.672,0.9999914,0.99999976
0.1779343749999999,0.797,1.00021,1.0001289
0.2238687499999999,0.246,0.9998505,1.0000528
0.4305593749999999,0.34,1.0167537,1.0059199
0.7287968749999999,0.679,1.007345,1.0038126
0.813521875,0.773,1.0060759,1.0034835
0.5980125,0.466,1.0167649,1.0070894
0.6397937499999999,0.468,1.0659797,1.0345999
0.88545,0.329,2.6877737,2.2391584
0.4511437499999999,0.02,3.7965515,2.05098
0.105203125,0.123,1.0001326,1.0000672
0.1929906249999999,0.8190000000000001,1.0001979,1.0001265
0.61681875,0.462,1.0301919,1.0152004
0.5461062499999999,0.126,3.0118506,2.0667286
0.8234499999999999,0.653,1.0724754,1.0358741
0.67484375,0.902,1.0009949,1.0007074
0.2300999999999999,0.751,1.0001731,1.0001271
0.1791937499999999,0.427,1.0001881,1.0001435
0.763109375,0.185,3.1380498,2.545828
0.64630625,0.622,1.0073056,1.0035534
0.7891031249999999,0.404,2.0153327,1.6248622
0.3321718749999999,0.853,0.999954,1.0000567
0.3151593749999999,0.235,1.0074608,1.0019369
0.644390625,0.308,1.9909632,1.5333408
0.1353375,0.5680000000000001,1.0002573,1.0001409
0.1566125,0.767,1.0002229,1.0001291
0.6074499999999999,0.849,1.0006144,1.0004466
0.1460656249999999,0.022,0.9998665,1.0002298
0.2052062499999999,0.8230000000000001,1.0001891,1.0001259
0.0115281249999999,0.616,1.0001678,1.0000448
0.7835343749999999,0.303,2.5517278,2.0537193
0.04205,0.681,1.0001907,1.000077
0.0139406249999999,0.81,1.0001371,1.000058
0.527984375,0.9,1.0000412,1.0000751
0.451775,0.46,1.0057957,1.0022274
0.79060625,0.474,1.6602776,1.3746042
0.5086375,0.343,1.0454216,1.0237739
0.946209375,0.668,1.416172,1.2372711
0.923721875,0.592,1.6114435,1.3678174
0.2335624999999999,0.482,1.0000887,1.000114
0.92855,0.209,3.2933106,2.8454862
0.355471875,0.449,1.0003088,1.0001056
0.1529031249999999,0.15,0.9999571,1.0000851
0.874628125,0.873,1.004736,1.0030822
0.6831437499999999,0.949,1.0008836,1.0006578
0.6994906249999999,0.486,1.214128,1.116035
0.176584375,0.894,1.0001829,1.0001159
0.2452124999999999,0.855,1.0001407,1.0001138
0.0469312499999999,0.87,1.0001476,1.000074
0.8206468749999999,0.341,2.455711,1.9958072
0.6116437499999999,0.884,1.0004869,1.0003877
0.947159375,0.127,3.6071959,3.152576
0.8911812499999999,0.986,1.0034614,1.0025084
0.0125968749999999,0.8200000000000001,1.000133,1.0000569
0.1488656249999999,0.805,1.0002122,1.0001225
0.94430625,0.782,1.0519848,1.0267141
0.355115625,0.5700000000000001,0.99998474,1.0000067
0.40695,0.793,0.999902,0.9999976
0.949190625,0.87,1.0052519,1.0037544
0.3212781249999999,0.475,0.9999876,1.000018
0.93001875,0.918,1.0047147,1.0034187
0.0302906249999999,0.008,1.0000591,1.0000539
0.2443218749999999,0.962,1.0001247,1.0001042
0.5224312499999999,0.226,1.9411898,1.4152277
0.7777749999999999,0.298,2.5625572,2.0587492
0.954521875,0.465,2.2347646,1.8659401
0.4119374999999999,0.909,0.99986696,1.0000079
0.92485,0.119,3.6170442,3.1389003
0.1394,0.54,1.0002558,1.0001433
0.7590937499999999,0.955,1.0016942,1.001174
0.3120374999999999,0.365,1.0001738,1.0000677
0.8644156249999999,0.404,2.2639017,1.8557038
0.14339375,0.772,1.000221,1.0001249
0.4271187499999999,0.53,1.0010829,1.0004507
0.910296875,0.578,1.624115,1.3743696
0.0528656249999999,0.463,1.0002093,1.0000643
0.8265999999999999,0.266,2.8582025,2.3567276
0.03314375,0.638,1.0001895,1.0000681
0.5254218749999999,0.856,1.0000799,1.0000956
0.5758343749999999,0.533,1.0091178,1.0041773
0.717090625,0.367,1.941339,1.5393628
0.429528125,0.999,0.99986386,1.000011
0.6432218749999999,0.836,1.001127,1.0007277
0.703128125,0.12,3.3813858,2.652862
0.649915625,0.119,3.303073,2.494171
0.008240625,0.6910000000000001,1.0001559,1.0000501
0.91874375,0.377,2.5430512,2.1239629
0.762059375,0.5,1.4226303,1.224844
0.504390625,0.298,1.1393833,1.0816464
0.0360625,0.751,1.0001712,1.000073
0.0002187499999999,0.5700000000000001,1.0001547,1.0000229
0.3541531249999999,0.461,1.0002294,1.000073
0.7476124999999999,0.665,1.0080354,1.0040336
0.829528125,0.974,1.0025704,1.0017877
0.7239687499999999,0.906,1.0015681,1.0010498
0.7353781249999999,0.213,2.9275808,2.332188
0.011678125,0.459,1.0001602,1.0000032
0.0609124999999999,0.02,1.0001671,1.0001079
0.0365874999999999,0.769,1.0001669,1.000073
0.3694375,0.612,0.9999769,1.0000023
0.4602749999999999,0.088,3.0844972,1.8563507
0.0704249999999999,0.245,1.0001826,1.0000141
0.1960031249999999,0.495,1.0001926,1.0001445
0.93925,0.197,3.353098,2.9113913
0.6387093749999999,0.113,3.3211288,2.4826639
0.27518125,0.56,1.0000098,1.0000788
0.1904187499999999,0.8260000000000001,1.0001974,1.0001256
0.71715,0.115,3.427247,2.7112145
0.1453124999999999,0.839,1.000201,1.0001171
0.4073718749999999,0.217,1.0723238,1.0395197
0.92938125,0.38,2.5556202,2.1402218
0.6941468749999999,0.919,1.0011115,1.0007882
0.0916749999999999,0.278,1.0001833,1.000061
0.579384375,0.431,1.024818,1.011715
0.7200687499999999,0.429,1.593219,1.3166687
0.6371437499999999,0.348,1.6679759,1.3364081
0.0318375,0.311,1.0001678,0.99996734
0.9546,0.756,1.1996405,1.0970309
0.55750625,0.228,2.1581671,1.5648898
0.4196281249999999,0.222,1.0857606,1.049891
0.5312125,0.66,1.0015955,1.000776
0.749915625,0.711,1.0067403,1.0035892
0.7717687499999999,0.0,4.0000086,3.0762691
0.6640999999999999,0.446,1.2278748,1.1233189
0.7491406249999999,0.068,3.6890936,2.938747
0.8920624999999999,0.848,1.0053709,1.0035083
0.170340625,0.545,1.0002403,1.0001502
0.6156531249999999,0.739,1.002065,1.0010941
0.2412374999999999,0.479,1.0000618,1.0001044
0.8451281249999999,0.375,2.3519492,1.9207662
0.1543375,0.381,1.0001974,1.0001376
0.6850499999999999,0.989,1.0008485,1.0006288
0.2903125,0.004,3.8655016,1.2162771
0.2265593749999999,0.175,0.99981713,1.0000532
0.289684375,0.302,1.0001516,1.0000808
0.1786812499999999,0.306,1.0000799,1.0001173
0.0718656249999999,0.888,1.0001583,1.0000846
0.8420374999999999,0.647,1.1728609,1.0861642
0.43836875,0.096,2.8840508,1.7022493
0.0452937499999999,0.6930000000000001,1.0001917,1.0000796
0.0168875,0.457,1.0001669,1.000011
0.3639937499999999,0.654,0.999928,1.0000057
0.0400562499999999,0.777,1.0001678,1.0000749
0.7831031249999999,0.748,1.0062616,1.0034642
0.659984375,0.743,1.0031111,1.0016205
0.420409375,0.542,1.0006988,1.0002918
0.7971499999999999,0.653,1.0177598,1.0089927
0.0493718749999999,0.029,1.0002246,1.0000743
0.1522312499999999,0.8180000000000001,1.0002081,1.0001215
0.4049593749999999,0.39,1.0065808,1.0023061
0.958334375,0.666,1.454793,1.2645445
0.7549343749999999,0.15,3.3023777,2.6742136
0.2305531249999999,0.558,1.0001426,1.0001273
0.3246187499999999,0.562,0.9999323,1.0000226
0.751396875,0.043,3.8045952,2.9963503
0.3381968749999999,0.289,1.0057871,1.0017517
0.4788406249999999,0.027,3.750626,2.1640832
0.3803968749999999,0.009,3.8744013,1.7119807
0.8224124999999999,0.208,3.132667,2.6047342
0.6986968749999999,0.962,1.0010009,1.0007331
0.16296875,0.901,1.0001826,1.000113
0.7509343749999999,0.521,1.2844477,1.1509964
0.578703125,0.243,2.1489453,1.5807685
0.2164499999999999,0.9,1.0001631,1.0001154
0.5819312499999999,0.725,1.0015721,1.0008367
0.3714249999999999,0.493,1.0002663,1.0000886
0.6656343749999999,0.465,1.1624637,1.089135
0.59151875,0.293,1.8074224,1.3933353
0.040090625,0.8300000000000001,1.0001535,1.0000727
0.722096875,0.299,2.3774643,1.8652748
0.944096875,0.347,2.7396073,2.317856
0.3097031249999999,0.392,1.0000713,1.0000358
0.5526312499999999,0.084,3.3700736,2.290149
0.0589781249999999,0.135,1.000242,0.99998456
0.948621875,0.75,1.1990244,1.0968951
0.5965906249999999,0.137,3.068512,2.2195034
0.034296875,0.893,1.0001323,1.0000665
0.1233812499999999,0.056,1.0000448,1.0001442
0.350734375,0.556,0.99998903,1.0000081
0.6093593749999999,0.717,1.0024006,1.0012271
0.53974375,0.364,1.0678456,1.0374377
0.415165625,0.014,3.8353717,1.8856193
0.7758593749999999,0.26,2.7669063,2.2336147
0.2046593749999999,0.956,1.0001564,1.0001094
0.261753125,0.716,1.0001087,1.0001097
0.3671343749999999,0.804,0.9998863,1.0000217
0.599084375,0.038,3.752425,2.600264
0.8463499999999999,0.491,1.7845664,1.4743762
0.29295,0.243,1.001152,1.0004563
0.17790625,0.341,1.0001211,1.0001271
0.2136999999999999,0.507,1.00016,1.0001354
0.133409375,0.616,1.0002542,1.0001374
0.4333031249999999,0.309,1.0233378,1.007813
0.4839906249999999,0.843,0.99998975,1.0000228
0.3990781249999999,0.583,1.0001464,1.000046
0.7981656249999999,0.739,1.0066836,1.003691
0.4854718749999999,0.325,1.0384042,1.0187597
0.855384375,0.8,1.0059102,1.0035629
0.800896875,0.164,3.3039536,2.7349632
0.2810062499999999,0.477,0.999949,1.0000525
0.50438125,0.146,2.6572943,1.7652749
0.109746875,0.709,1.0002303,1.0001192
0.4817218749999999,0.942,0.9999404,1.0000091
0.8786718749999999,0.854,1.0051565,1.0033293
0.558309375,0.727,1.0010805,1.0005965
0.592334375,0.309,1.6845746,1.3282986
0.579815625,0.884,1.000272,1.0002456
0.7740437499999999,0.249,2.8221889,2.2804213
0.022275,0.901,1.0001216,1.0000601
0.69170625,0.904,1.001174,1.0008152
0.6063062499999999,0.6980000000000001,1.0028088,1.001395
0.534109375,0.937,1.000036,1.0000741
0.3535374999999999,0.17,1.0655184,1.0207722
0.4861187499999999,0.993,0.999938,1.0000132
0.0196187499999999,0.81,1.0001419,1.0000614
0.3701,0.469,1.0004015,1.0001457
0.8119187499999999,0.746,1.0066407,1.0036952
